實驗ID,時間區間,多方損益,多方MDD估算,多方勝率估算,多方交易次數,參數,備註
2605,10:00-10:02,879.8,925.0,50.5%,109,15(20%)/40(20%)/55(20%),MDD/勝率為估算值
1678,09:30-09:32,879.5,781.0,53.1%,114,20(15%)/35(20%)/55(20%),MDD/勝率為估算值
2401,10:00-10:02,879.2,823.0,52.5%,109,15(15%)/35(10%)/50(20%),MDD/勝率為估算值
1087,08:46-08:47,878.6,734.0,63.8%,112,25(20%)/40(20%)/45(20%),MDD/勝率為估算值
910,08:46-08:47,878.0,880.0,59.5%,109,25(15%)/35(15%)/60(20%),MDD/勝率為估算值
1405,09:30-09:32,878.0,705.0,53.1%,114,15(20%)/35(15%)/45(20%),MDD/勝率為估算值
163,08:46-08:47,877.6,584.0,61.8%,114,15(15%)/35(20%)/50(20%),MDD/勝率為估算值
541,08:46-08:47,877.5,751.0,62.7%,114,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
1105,08:46-08:47,877.2,815.0,57.9%,114,25(20%)/45(10%)/55(20%),MDD/勝率為估算值
2914,10:00-10:02,876.0,812.0,56.5%,109,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
2719,10:00-10:02,873.4,823.0,51.5%,109,20(10%)/40(15%)/60(20%),MDD/勝率為估算值
78,08:46-08:47,873.3,365.2,59.6%,76,15(10%)/40(20%)/40(20%),MDD/勝率為估算值
189,08:46-08:47,872.2,346.9,58.8%,76,15(15%)/40(15%)/40(20%),MDD/勝率為估算值
2617,10:00-10:02,872.2,1179.0,47.4%,109,15(20%)/45(10%)/55(20%),MDD/勝率為估算值
2716,10:00-10:02,872.1,840.0,52.5%,109,20(10%)/40(15%)/55(20%),MDD/勝率為估算值
1369,09:30-09:32,871.8,895.0,49.2%,114,15(15%)/45(15%)/55(20%),MDD/勝率為估算值
2710,10:00-10:02,871.6,905.0,53.5%,109,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
1852,09:30-09:32,871.2,810.0,49.6%,113,20(20%)/40(20%)/60(20%),MDD/勝率為估算值
1756,09:30-09:32,869.5,1010.0,50.2%,114,20(15%)/45(20%)/50(20%),MDD/勝率為估算值
238,08:46-08:47,869.4,692.0,55.5%,113,15(15%)/45(15%)/60(20%),MDD/勝率為估算值
2599,10:00-10:02,869.2,964.0,52.5%,109,15(20%)/40(20%)/45(20%),MDD/勝率為估算值
622,08:46-08:47,867.6,715.0,59.8%,114,20(15%)/45(20%)/50(20%),MDD/勝率為估算值
1012,08:46-08:47,867.4,702.0,62.7%,114,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
2722,10:00-10:02,867.4,812.0,55.5%,109,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
241,08:46-08:47,866.3,694.0,60.8%,114,15(15%)/45(20%)/45(20%),MDD/勝率為估算值
1258,09:30-09:32,866.2,880.0,48.2%,114,15(10%)/45(20%)/60(20%),MDD/勝率為估算值
532,08:46-08:47,865.5,801.0,58.9%,112,20(15%)/35(15%)/60(20%),MDD/勝率為估算值
1456,09:30-09:32,864.4,766.0,50.2%,114,15(20%)/40(15%)/55(20%),MDD/勝率為估算值
2428,10:00-10:02,864.1,874.0,54.5%,109,15(15%)/35(20%)/45(20%),MDD/勝率為估算值
982,08:46-08:47,863.1,881.0,55.0%,114,25(15%)/45(10%)/60(20%),MDD/勝率為估算值
271,08:46-08:47,862.0,592.0,62.7%,114,15(20%)/35(15%)/45(20%),MDD/勝率為估算值
373,08:46-08:47,862.0,720.0,58.4%,113,15(20%)/45(20%)/55(20%),MDD/勝率為估算值
1393,09:30-09:32,861.7,802.0,51.1%,114,15(20%)/35(10%)/50(20%),MDD/勝率為估算值
1219,09:30-09:32,861.2,780.0,50.2%,114,15(10%)/40(20%)/55(20%),MDD/勝率為估算值
930,08:46-08:47,860.2,567.3,59.6%,76,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
1378,09:30-09:32,860.0,908.0,50.2%,114,15(15%)/45(20%)/50(20%),MDD/勝率為估算值
2620,10:00-10:02,860.0,1153.0,46.4%,109,15(20%)/45(10%)/60(20%),MDD/勝率為估算值
1270,09:30-09:32,857.9,797.0,50.2%,114,15(15%)/35(10%)/55(20%),MDD/勝率為估算值
2611,10:00-10:02,857.6,1196.0,48.4%,109,15(20%)/45(10%)/45(20%),MDD/勝率為估算值
1294,09:30-09:32,856.2,727.0,53.1%,114,15(15%)/35(20%)/45(20%),MDD/勝率為估算值
166,08:46-08:47,854.7,704.0,60.8%,114,15(15%)/35(20%)/55(20%),MDD/勝率為估算值
544,08:46-08:47,854.5,867.0,61.8%,114,20(15%)/35(20%)/55(20%),MDD/勝率為估算值
759,08:46-08:47,851.9,536.2,61.0%,76,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
1399,09:30-09:32,851.9,765.0,48.2%,114,15(20%)/35(10%)/60(20%),MDD/勝率為估算值
730,08:46-08:47,851.7,796.0,55.0%,114,20(20%)/45(10%)/60(20%),MDD/勝率為估算值
649,08:46-08:47,851.0,753.0,63.7%,114,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
1000,08:46-08:47,849.9,861.0,59.8%,114,25(15%)/45(20%)/50(20%),MDD/勝率為估算值
1282,09:30-09:32,847.5,809.0,51.1%,114,15(15%)/35(15%)/50(20%),MDD/勝率為估算值
1762,09:30-09:32,847.4,973.0,48.2%,114,20(15%)/45(20%)/60(20%),MDD/勝率為估算值
3151,10:00-10:02,845.7,778.0,56.5%,109,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
718,08:46-08:47,844.0,833.0,58.4%,113,20(20%)/40(20%)/60(20%),MDD/勝率為估算值
1495,09:30-09:32,843.5,893.0,49.2%,114,15(20%)/45(15%)/55(20%),MDD/勝率為估算值
2527,10:00-10:02,840.2,827.0,52.5%,109,15(20%)/35(10%)/50(20%),MDD/勝率為估算值
315,08:46-08:47,840.0,346.3,58.8%,76,15(20%)/40(15%)/40(20%),MDD/勝率為估算值
922,08:46-08:47,839.9,807.0,63.7%,114,25(15%)/35(20%)/55(20%),MDD/勝率為估算值
1288,09:30-09:32,839.4,768.0,48.2%,114,15(15%)/35(15%)/60(20%),MDD/勝率為估算值
124,08:46-08:47,838.8,709.0,56.0%,114,15(10%)/45(20%)/60(20%),MDD/勝率為估算值
1873,09:30-09:32,838.5,1028.0,49.2%,114,20(20%)/45(15%)/55(20%),MDD/勝率為估算值
1468,09:30-09:32,838.0,778.0,51.1%,114,15(20%)/40(20%)/50(20%),MDD/勝率為估算值
1384,09:30-09:32,837.9,871.0,48.2%,114,15(15%)/45(20%)/60(20%),MDD/勝率為估算值
567,08:46-08:47,837.5,407.2,59.6%,76,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
2665,10:00-10:02,837.5,815.0,55.5%,109,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
2800,10:00-10:02,835.8,740.0,53.0%,108,20(15%)/35(15%)/60(20%),MDD/勝率為估算值
364,08:46-08:47,834.0,693.0,55.0%,114,15(20%)/45(15%)/60(20%),MDD/勝率為估算值
1723,09:30-09:32,833.0,847.0,51.1%,114,20(15%)/40(20%)/55(20%),MDD/勝率為估算值
2797,10:00-10:02,832.5,764.0,54.0%,108,20(15%)/35(15%)/55(20%),MDD/勝率為估算值
289,08:46-08:47,832.0,583.0,61.8%,114,15(20%)/35(20%)/50(20%),MDD/勝率為估算值
1345,09:30-09:32,829.6,772.0,50.2%,114,15(15%)/40(20%)/55(20%),MDD/勝率為估算值
1504,09:30-09:32,829.6,905.0,50.2%,114,15(20%)/45(20%)/50(20%),MDD/勝率為估算值
1474,09:30-09:32,827.6,741.0,49.2%,114,15(20%)/40(20%)/60(20%),MDD/勝率為估算值
919,08:46-08:47,827.1,845.0,63.7%,114,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
154,08:46-08:47,826.5,668.0,57.4%,113,15(15%)/35(15%)/60(20%),MDD/勝率為估算值
2845,10:00-10:02,826.0,833.0,51.5%,109,20(15%)/40(15%)/60(20%),MDD/勝率為估算值
1033,08:46-08:47,823.7,801.0,59.8%,114,25(20%)/35(15%)/55(20%),MDD/勝率為估算值
2842,10:00-10:02,822.8,850.0,52.5%,109,20(15%)/40(15%)/55(20%),MDD/勝率為估算值
2554,10:00-10:02,822.4,876.0,54.0%,108,15(20%)/35(20%)/45(20%),MDD/勝率為估算值
1804,09:30-09:32,821.8,802.0,51.5%,111,20(20%)/35(20%)/55(20%),MDD/勝率為估算值
367,08:46-08:47,821.2,697.0,60.8%,114,15(20%)/45(20%)/45(20%),MDD/勝率為估算值
396,08:46-08:47,819.9,391.6,54.9%,76,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
1030,08:46-08:47,819.7,839.0,61.8%,114,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
2836,10:00-10:02,819.5,915.0,53.5%,109,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
1021,08:46-08:47,819.0,874.0,56.9%,114,25(20%)/35(10%)/60(20%),MDD/勝率為估算值
33,08:46-08:47,818.3,357.8,61.0%,76,15(10%)/35(20%)/40(20%),MDD/勝率為估算值
1882,09:30-09:32,816.6,1047.0,50.2%,114,20(20%)/45(20%)/50(20%),MDD/勝率為估算值
3070,10:00-10:02,816.6,848.0,54.5%,109,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
625,08:46-08:47,816.0,859.0,58.9%,114,20(15%)/45(20%)/55(20%),MDD/勝率為估算值
1159,09:30-09:32,816.0,805.0,50.2%,114,15(10%)/35(15%)/55(20%),MDD/勝率為估算值
819,08:46-08:47,814.8,564.7,59.6%,76,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
667,08:46-08:47,814.2,756.0,62.7%,114,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
3040,10:00-10:02,812.6,779.0,56.5%,109,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
748,08:46-08:47,811.4,720.0,59.8%,114,20(20%)/45(20%)/50(20%),MDD/勝率為估算值
292,08:46-08:47,811.2,701.0,60.4%,113,15(20%)/35(20%)/55(20%),MDD/勝率為估算值
2848,10:00-10:02,810.1,824.0,55.5%,109,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
1510,09:30-09:32,809.6,868.0,48.2%,114,15(20%)/45(20%)/60(20%),MDD/勝率為估算值
2911,10:00-10:02,809.4,794.0,51.5%,109,20(20%)/35(10%)/60(20%),MDD/勝率為估算值
2908,10:00-10:02,808.6,824.0,52.5%,109,20(20%)/35(10%)/55(20%),MDD/勝率為估算值
658,08:46-08:47,807.0,804.0,57.9%,114,20(20%)/35(15%)/60(20%),MDD/勝率為估算值
1171,09:30-09:32,806.0,849.0,51.1%,114,15(10%)/35(20%)/50(20%),MDD/勝率為估算值
1633,09:30-09:32,804.9,1012.0,49.2%,114,20(10%)/45(20%)/55(20%),MDD/勝率為估算值
1114,08:46-08:47,803.5,850.0,59.8%,114,25(20%)/45(15%)/50(20%),MDD/勝率為估算值
2503,10:00-10:02,801.9,1195.0,48.4%,109,15(15%)/45(15%)/55(20%),MDD/勝率為估算值
1177,09:30-09:32,799.4,778.0,48.2%,114,15(10%)/35(20%)/60(20%),MDD/勝率為估算值
2689,10:00-10:02,799.4,740.0,53.5%,109,20(10%)/35(20%)/60(20%),MDD/勝率為估算值
1888,09:30-09:32,796.6,1003.0,48.2%,114,20(20%)/45(20%)/60(20%),MDD/勝率為估算值
2305,10:00-10:02,795.7,850.0,53.5%,109,15(10%)/35(20%)/50(20%),MDD/勝率為估算值
2389,10:00-10:02,795.1,1207.0,48.4%,109,15(10%)/45(20%)/55(20%),MDD/勝率為估算值
2686,10:00-10:02,793.8,765.0,54.5%,109,20(10%)/35(20%)/55(20%),MDD/勝率為估算值
670,08:46-08:47,793.4,870.0,61.3%,113,20(20%)/35(20%)/55(20%),MDD/勝率為估算值
2956,10:00-10:02,793.2,883.0,50.5%,109,20(20%)/40(10%)/60(20%),MDD/勝率為估算值
2506,10:00-10:02,792.5,1169.0,47.4%,109,15(15%)/45(15%)/60(20%),MDD/勝率為估算值
2953,10:00-10:02,792.4,913.0,51.5%,109,20(20%)/40(10%)/55(20%),MDD/勝率為估算值
693,08:46-08:47,791.7,406.5,59.6%,76,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
2947,10:00-10:02,791.2,978.0,52.5%,109,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
160,08:46-08:47,790.3,601.0,62.7%,114,15(15%)/35(20%)/45(20%),MDD/勝率為估算值
538,08:46-08:47,790.1,768.0,63.7%,114,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
2959,10:00-10:02,789.0,887.0,54.5%,109,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
2392,10:00-10:02,788.7,1181.0,47.4%,109,15(10%)/45(20%)/60(20%),MDD/勝率為估算值
280,08:46-08:47,787.5,665.0,56.9%,114,15(20%)/35(15%)/60(20%),MDD/勝率為估算值
2743,10:00-10:02,786.4,963.0,50.5%,109,20(10%)/45(10%)/55(20%),MDD/勝率為估算值
1849,09:30-09:32,785.6,872.0,50.6%,113,20(20%)/40(20%)/55(20%),MDD/勝率為估算值
2362,10:00-10:02,785.4,1198.0,49.4%,109,15(10%)/45(10%)/50(20%),MDD/勝率為估算值
2497,10:00-10:02,785.2,1214.0,49.4%,109,15(15%)/45(15%)/45(20%),MDD/勝率為估算值
2416,10:00-10:02,784.9,839.0,51.9%,108,15(15%)/35(15%)/50(20%),MDD/勝率為估算值
2698,10:00-10:02,781.6,865.0,52.5%,109,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
1255,09:30-09:32,780.6,910.0,49.2%,114,15(10%)/45(20%)/55(20%),MDD/勝率為估算值
619,08:46-08:47,780.4,732.0,60.8%,114,20(15%)/45(20%)/45(20%),MDD/勝率為估算值
456,08:46-08:47,779.7,405.4,59.6%,76,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
2791,10:00-10:02,779.6,829.0,55.0%,108,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
2737,10:00-10:02,777.2,1008.0,51.5%,109,20(10%)/45(10%)/45(20%),MDD/勝率為估算值
2383,10:00-10:02,776.5,1229.0,50.5%,109,15(10%)/45(20%)/45(20%),MDD/勝率為估算值
1003,08:46-08:47,774.4,847.0,58.9%,114,25(15%)/45(20%)/55(20%),MDD/勝率為估算值
204,08:46-08:47,773.4,349.2,58.8%,76,15(15%)/40(20%)/40(20%),MDD/勝率為估算值
2629,10:00-10:02,773.1,1190.0,46.4%,109,15(20%)/45(15%)/55(20%),MDD/勝率為估算值
2734,10:00-10:02,771.8,839.0,51.5%,109,20(10%)/40(20%)/60(20%),MDD/勝率為估算值
2746,10:00-10:02,770.2,950.0,49.4%,109,20(10%)/45(10%)/60(20%),MDD/勝率為估算值
2929,10:00-10:02,769.6,829.0,56.5%,109,20(20%)/35(20%)/40(20%),MDD/勝率為估算值
3277,10:00-10:02,768.4,788.0,56.5%,109,25(20%)/35(10%)/40(20%),MDD/勝率為估算值
1396,09:30-09:32,766.3,795.0,49.2%,114,15(20%)/35(10%)/55(20%),MDD/勝率為估算值
2731,10:00-10:02,766.2,856.0,52.5%,109,20(10%)/40(20%)/55(20%),MDD/勝率為估算值
2632,10:00-10:02,765.8,1164.0,45.4%,109,15(20%)/45(15%)/60(20%),MDD/勝率為估算值
502,08:46-08:47,763.7,810.0,56.9%,114,20(10%)/45(20%)/60(20%),MDD/勝率為估算值
1420,09:30-09:32,762.8,736.0,53.1%,114,15(20%)/35(20%)/45(20%),MDD/勝率為估算值
997,08:46-08:47,762.6,716.0,60.8%,114,25(15%)/45(20%)/45(20%),MDD/勝率為估算值
751,08:46-08:47,761.8,862.0,58.4%,113,20(20%)/45(20%)/55(20%),MDD/勝率為估算值
1759,09:30-09:32,761.8,1003.0,49.2%,114,20(15%)/45(20%)/55(20%),MDD/勝率為估算值
616,08:46-08:47,761.3,804.0,55.5%,113,20(15%)/45(15%)/60(20%),MDD/勝率為估算值
2725,10:00-10:02,761.0,921.0,53.5%,109,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
547,08:46-08:47,759.4,818.0,59.8%,114,20(15%)/35(20%)/60(20%),MDD/勝率為估算值
2653,10:00-10:02,759.3,770.0,54.0%,108,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
2902,10:00-10:02,756.6,889.0,53.5%,109,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
1408,09:30-09:32,755.9,818.0,51.1%,114,15(20%)/35(15%)/50(20%),MDD/勝率為估算值
1285,09:30-09:32,753.8,798.0,49.2%,114,15(15%)/35(15%)/55(20%),MDD/勝率為估算值
2623,10:00-10:02,753.8,1210.0,48.4%,109,15(20%)/45(15%)/45(20%),MDD/勝率為估算值
1381,09:30-09:32,752.3,901.0,49.2%,114,15(15%)/45(20%)/55(20%),MDD/勝率為估算值
774,08:46-08:47,751.3,532.8,61.0%,76,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
1414,09:30-09:32,749.8,767.0,48.2%,114,15(20%)/35(15%)/60(20%),MDD/勝率為估算值
2815,10:00-10:02,746.3,753.0,53.5%,109,20(15%)/35(20%)/60(20%),MDD/勝率為估算值
2542,10:00-10:02,745.8,843.0,51.5%,109,15(20%)/35(15%)/50(20%),MDD/勝率為估算值
3196,10:00-10:02,745.7,862.0,54.5%,109,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
945,08:46-08:47,744.8,566.1,59.6%,76,25(15%)/40(15%)/40(20%),MDD/勝率為估算值
2869,10:00-10:02,743.0,972.0,50.5%,109,20(15%)/45(10%)/55(20%),MDD/勝率為估算值
1471,09:30-09:32,742.0,771.0,50.2%,114,15(20%)/40(20%)/55(20%),MDD/勝率為估算值
286,08:46-08:47,741.6,600.0,62.7%,114,15(20%)/35(20%)/45(20%),MDD/勝率為估算值
330,08:46-08:47,741.2,348.1,58.8%,76,15(20%)/40(20%)/40(20%),MDD/勝率為估算值
2680,10:00-10:02,740.0,830.0,55.5%,109,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
916,08:46-08:47,739.8,731.0,64.6%,114,25(15%)/35(20%)/45(20%),MDD/勝率為估算值
1297,09:30-09:32,739.7,848.0,51.1%,114,15(15%)/35(20%)/50(20%),MDD/勝率為估算值
2812,10:00-10:02,738.7,781.0,54.5%,109,20(15%)/35(20%)/55(20%),MDD/勝率為估算值
250,08:46-08:47,736.0,707.0,56.0%,114,15(15%)/45(20%)/60(20%),MDD/勝率為估算值
3166,10:00-10:02,735.3,793.0,56.5%,109,25(15%)/35(15%)/40(20%),MDD/勝率為估算值
1303,09:30-09:32,735.2,770.0,48.2%,114,15(15%)/35(20%)/60(20%),MDD/勝率為估算值
880,08:46-08:47,734.4,905.0,56.9%,114,25(10%)/45(20%)/60(20%),MDD/勝率為估算值
1027,08:46-08:47,734.1,719.0,62.7%,114,25(20%)/35(15%)/45(20%),MDD/勝率為估算值
582,08:46-08:47,733.9,403.6,59.6%,76,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
2824,10:00-10:02,732.2,874.0,52.5%,109,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
2863,10:00-10:02,731.1,1018.0,51.5%,109,20(15%)/45(10%)/45(20%),MDD/勝率為估算值
2872,10:00-10:02,728.8,959.0,49.4%,109,20(15%)/45(10%)/60(20%),MDD/勝率為估算值
925,08:46-08:47,727.7,886.0,61.8%,114,25(15%)/35(20%)/60(20%),MDD/勝率為估算值
169,08:46-08:47,727.2,673.0,57.9%,114,15(15%)/35(20%)/60(20%),MDD/勝率為估算值
129,08:46-08:47,725.8,299.1,53.6%,76,15(15%)/35(10%)/40(20%),MDD/勝率為估算值
3034,10:00-10:02,725.8,802.0,53.0%,108,25(10%)/35(10%)/55(20%),MDD/勝率為估算值
411,08:46-08:47,724.7,386.4,54.9%,76,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
2860,10:00-10:02,724.4,849.0,51.5%,109,20(15%)/40(20%)/60(20%),MDD/勝率為估算值
1507,09:30-09:32,724.0,898.0,49.2%,114,15(20%)/45(20%)/55(20%),MDD/勝率為估算值
664,08:46-08:47,723.8,773.0,63.7%,114,20(20%)/35(20%)/45(20%),MDD/勝率為估算值
745,08:46-08:47,721.0,737.0,60.8%,114,20(20%)/45(20%)/45(20%),MDD/勝率為估算值
1117,08:46-08:47,720.9,833.0,57.9%,114,25(20%)/45(15%)/55(20%),MDD/勝率為估算值
2476,10:00-10:02,720.0,942.0,50.5%,109,15(15%)/40(20%)/50(20%),MDD/勝率為估算值
1096,08:46-08:47,718.6,864.0,58.5%,111,25(20%)/40(20%)/60(20%),MDD/勝率為估算值
1111,08:46-08:47,717.9,704.0,60.8%,114,25(20%)/45(15%)/45(20%),MDD/勝率為估算值
2926,10:00-10:02,717.7,812.0,51.5%,109,20(20%)/35(15%)/60(20%),MDD/勝率為估算值
2857,10:00-10:02,716.8,866.0,52.5%,109,20(15%)/40(20%)/55(20%),MDD/勝率為估算值
1174,09:30-09:32,713.8,808.0,49.2%,114,15(10%)/35(20%)/55(20%),MDD/勝率為估算值
994,08:46-08:47,713.7,891.0,55.5%,113,25(15%)/45(15%)/60(20%),MDD/勝率為估算值
742,08:46-08:47,713.2,801.0,55.0%,114,20(20%)/45(15%)/60(20%),MDD/勝率為估算值
2923,10:00-10:02,712.5,842.0,52.5%,109,20(20%)/35(15%)/55(20%),MDD/勝率為估算值
1056,08:46-08:47,711.7,537.7,59.6%,76,25(20%)/40(10%)/40(20%),MDD/勝率為估算值
1885,09:30-09:32,711.0,1033.0,49.2%,114,20(20%)/45(20%)/55(20%),MDD/勝率為估算值
2851,10:00-10:02,708.9,931.0,53.5%,109,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
1036,08:46-08:47,706.7,880.0,56.9%,114,25(20%)/35(15%)/60(20%),MDD/勝率為估算值
3055,10:00-10:02,706.2,793.0,56.5%,109,25(10%)/35(20%)/40(20%),MDD/勝率為估算值
834,08:46-08:47,705.7,563.5,59.6%,76,25(10%)/40(20%)/40(20%),MDD/勝率為估算值
2779,10:00-10:02,704.2,784.0,53.5%,109,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
3085,10:00-10:02,701.6,870.0,54.5%,109,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
673,08:46-08:47,700.8,821.0,58.9%,112,20(20%)/35(20%)/60(20%),MDD/勝率為估算值
376,08:46-08:47,700.6,708.0,55.5%,113,15(20%)/45(20%)/60(20%),MDD/勝率為估算值
3037,10:00-10:02,697.4,785.0,51.9%,108,25(10%)/35(10%)/60(20%),MDD/勝率為估算值
507,08:46-08:47,696.0,343.5,54.3%,76,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
2971,10:00-10:02,695.8,901.0,50.5%,109,20(20%)/40(15%)/60(20%),MDD/勝率為估算值
2431,10:00-10:02,694.5,853.0,52.5%,109,15(15%)/35(20%)/50(20%),MDD/勝率為估算值
255,08:46-08:47,693.6,296.8,53.6%,76,15(20%)/35(10%)/40(20%),MDD/勝率為估算值
2968,10:00-10:02,690.5,931.0,51.5%,109,20(20%)/40(15%)/55(20%),MDD/勝率為估算值
2515,10:00-10:02,689.8,1206.0,47.4%,109,15(15%)/45(20%)/55(20%),MDD/勝率為估算值
3073,10:00-10:02,689.8,969.0,52.5%,109,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
295,08:46-08:47,688.2,670.0,57.4%,113,15(20%)/35(20%)/60(20%),MDD/勝率為估算值
708,08:46-08:47,688.0,401.7,53.6%,76,20(20%)/40(20%)/40(20%),MDD/勝率為估算值
3079,10:00-10:02,685.6,909.0,51.5%,109,25(10%)/40(10%)/55(20%),MDD/勝率為估算值
2518,10:00-10:02,685.4,1180.0,46.4%,109,15(15%)/45(20%)/60(20%),MDD/勝率為估算值
2602,10:00-10:02,684.6,943.0,50.5%,109,15(20%)/40(20%)/50(20%),MDD/勝率為估算值
2962,10:00-10:02,684.6,996.0,52.5%,109,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
2374,10:00-10:02,683.6,1212.0,49.4%,109,15(10%)/45(15%)/50(20%),MDD/勝率為估算值
2806,10:00-10:02,682.2,846.0,55.5%,109,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
2755,10:00-10:02,681.8,979.0,50.5%,109,20(10%)/45(15%)/55(20%),MDD/勝率為估算值
3028,10:00-10:02,679.2,862.0,54.0%,108,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
2713,10:00-10:02,677.0,879.0,52.5%,109,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
2488,10:00-10:02,674.8,1196.0,48.4%,109,15(15%)/45(10%)/50(20%),MDD/勝率為估算值
3322,10:00-10:02,674.8,874.0,54.5%,109,25(20%)/40(10%)/40(20%),MDD/勝率為估算值
2974,10:00-10:02,672.8,909.0,54.5%,109,20(20%)/40(20%)/40(20%),MDD/勝率為估算值
2758,10:00-10:02,670.5,966.0,49.4%,109,20(10%)/45(15%)/60(20%),MDD/勝率為估算值
2509,10:00-10:02,668.5,1227.0,49.4%,109,15(15%)/45(20%)/45(20%),MDD/勝率為估算值
1048,08:46-08:47,668.0,810.0,61.6%,109,25(20%)/35(20%)/55(20%),MDD/勝率為估算值
2749,10:00-10:02,667.9,1026.0,51.5%,109,20(10%)/45(15%)/45(20%),MDD/勝率為估算值
1411,09:30-09:32,664.1,797.0,49.2%,114,15(20%)/35(15%)/55(20%),MDD/勝率為估算值
2668,10:00-10:02,661.5,789.0,54.5%,109,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
2641,10:00-10:02,661.0,1201.0,46.4%,109,15(20%)/45(20%)/55(20%),MDD/勝率為估算值
2644,10:00-10:02,658.6,1175.0,45.4%,109,15(20%)/45(20%)/60(20%),MDD/勝率為估算值
3292,10:00-10:02,658.0,809.0,56.5%,109,25(20%)/35(15%)/40(20%),MDD/勝率為估算值
3082,10:00-10:02,657.2,879.0,50.5%,109,25(10%)/40(10%)/60(20%),MDD/勝率為估算值
2917,10:00-10:02,656.9,907.0,53.5%,109,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
3160,10:00-10:02,656.6,811.0,52.5%,109,25(15%)/35(10%)/55(20%),MDD/勝率為估算值
2557,10:00-10:02,655.4,855.0,51.9%,108,15(20%)/35(20%)/50(20%),MDD/勝率為估算值
1045,08:46-08:47,655.2,846.0,62.4%,111,25(20%)/35(20%)/50(20%),MDD/勝率為估算值
51,08:46-08:47,654.4,238.1,51.6%,76,15(10%)/40(10%)/45(20%),MDD/勝率為估算值
1108,08:46-08:47,653.6,880.0,55.0%,114,25(20%)/45(10%)/60(20%),MDD/勝率為估算值
789,08:46-08:47,650.7,527.3,61.0%,76,25(10%)/35(20%)/40(20%),MDD/勝率為估算值
633,08:46-08:47,650.1,339.7,54.3%,76,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
1423,09:30-09:32,650.0,860.0,51.1%,114,15(20%)/35(20%)/50(20%),MDD/勝率為估算值
1300,09:30-09:32,649.6,800.0,49.2%,114,15(15%)/35(20%)/55(20%),MDD/勝率為估算值
1429,09:30-09:32,647.6,770.0,48.2%,114,15(20%)/35(20%)/60(20%),MDD/勝率為估算值
2614,10:00-10:02,646.0,1192.0,47.4%,109,15(20%)/45(10%)/50(20%),MDD/勝率為估算值
2881,10:00-10:02,638.4,988.0,50.5%,109,20(15%)/45(15%)/55(20%),MDD/勝率為估算值
144,08:46-08:47,637.1,295.1,53.6%,76,15(15%)/35(15%)/40(20%),MDD/勝率為估算值
2635,10:00-10:02,637.0,1223.0,48.4%,109,15(20%)/45(20%)/45(20%),MDD/勝率為估算值
1126,08:46-08:47,636.6,861.0,59.8%,114,25(20%)/45(20%)/50(20%),MDD/勝率為估算值
